age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38,Federal-gov,161463,CommunityCollege,10,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,374833,dropout,2,Married,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,176760,Masters,15,NotMarried,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
19,Private,291429,HighGrad,9,NotMarried,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
31,State-gov,86143,HighGrad,9,NotMarried,Protective-serv,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
36,Private,98389,CommunityCollege,12,Married,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
50,Self-emp-not-inc,93705,CommunityCollege,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
76,Private,316185,dropout,4,Widowed,Protective-serv,Not-in-family,White,Female,0,0,12,United-States,<=50K
50,Private,240612,HighGrad,9,NotMarried,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,<=50K
43,Self-emp-not-inc,187322,HighGrad,9,Separated,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
28,Local-gov,135567,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,Black,Female,4101,0,60,United-States,<=50K
60,State-gov,27037,HighGrad,9,Married,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
35,Private,379959,HighGrad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,244554,dropout,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
65,,79272,CommunityCollege,10,Widowed,,Not-in-family,Asian-Pac-Islander,Female,0,0,6,United-States,<=50K
33,Local-gov,147654,CommunityCollege,11,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
43,Private,228320,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21,State-gov,142766,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
63,Private,205246,HighGrad,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,152810,dropout,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,186151,HighGrad,9,Separated,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,170174,HighGrad,9,Married,Craft-repair,Husband,White,Male,7298,0,60,United-States,>50K
31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
24,Private,238917,dropout,3,NotMarried,Craft-repair,Unmarried,White,Male,0,0,40,El-Salvador,<=50K
23,Private,23037,dropout,8,NotMarried,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
46,Private,173613,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,309350,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,310774,Bachelors,13,Married,Sales,Husband,White,Male,0,0,35,United-States,<=50K
47,State-gov,188386,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
22,,334593,CommunityCollege,10,NotMarried,,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Private,269499,HighGrad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,8,United-States,<=50K
24,Private,214542,CommunityCollege,10,NotMarried,Craft-repair,Own-child,White,Male,0,0,60,Canada,<=50K
64,Self-emp-not-inc,352712,CommunityCollege,11,Married,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
37,Private,188774,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,214891,Bachelors,13,NotMarried,Transport-moving,Own-child,Other,Male,0,0,45,,<=50K
39,Private,169249,HighGrad,9,Separated,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
68,Private,339168,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
65,Self-emp-not-inc,225473,CommunityCollege,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K
58,State-gov,136982,HighGrad,9,NotMarried,Other-service,Unmarried,Black,Female,0,0,40,Honduras,<=50K
43,Private,214781,Masters,14,Married,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
40,Private,149102,HighGrad,9,NotMarried,Handlers-cleaners,Not-in-family,White,Male,2174,0,60,Poland,<=50K
34,Local-gov,177675,CommunityCollege,10,NotMarried,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K
67,Self-emp-inc,112318,dropout,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,184659,CommunityCollege,10,Married,Adm-clerical,Husband,White,Male,0,0,52,United-States,<=50K
29,Private,112031,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,Self-emp-not-inc,277647,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
48,Private,331482,Masters,15,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
25,Private,153841,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,148995,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,138992,Masters,14,Married,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,>50K
47,State-gov,141483,dropout,5,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Local-gov,165982,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
59,Private,81973,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
18,Private,111476,dropout,7,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
42,State-gov,404573,Masters,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,342709,HighGrad,9,NotMarried,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
34,Private,314375,CommunityCollege,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,187346,HighGrad,9,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
24,,265434,Bachelors,13,NotMarried,,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,183513,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
17,Private,27415,dropout,7,NotMarried,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
51,Private,138852,HighGrad,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,167065,dropout,7,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,,220115,HighGrad,9,NotMarried,,Own-child,White,Male,0,0,12,United-States,<=50K
19,Private,248749,CommunityCollege,10,NotMarried,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
54,Private,220115,CommunityCollege,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
35,,273558,CommunityCollege,10,NotMarried,,Not-in-family,Black,Male,0,0,30,United-States,<=50K
24,Private,140027,CommunityCollege,10,NotMarried,Machine-op-inspct,Own-child,Black,Female,0,0,45,United-States,<=50K
47,Private,71221,HighGrad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K
27,Local-gov,247507,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
20,Local-gov,243178,HighGrad,9,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,186035,CommunityCollege,12,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,100764,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
45,Private,102147,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,83727,HighGrad,9,Separated,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K
30,Private,297155,CommunityCollege,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
58,State-gov,159021,dropout,5,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,166934,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
18,Private,115215,HighGrad,9,NotMarried,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
31,Private,49923,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
84,Private,388384,dropout,4,Married,Prof-specialty,Husband,Black,Male,0,0,10,United-States,<=50K
64,,159938,HighGrad,9,Separated,,Not-in-family,White,Male,8614,0,40,United-States,>50K
48,Private,159726,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
23,Private,322674,CommunityCollege,10,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,177083,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,329603,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
59,Private,304779,dropout,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
40,Local-gov,289403,dropout,4,Married,Craft-repair,Husband,Black,Male,0,1887,40,,>50K
31,Private,37546,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,1902,35,United-States,>50K
22,Private,341610,CommunityCollege,10,NotMarried,Sales,Not-in-family,White,Male,0,0,35,,<=50K
36,Private,90159,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
36,Private,256636,HighGrad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,31221,HighGrad,9,Separated,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
21,Private,161415,CommunityCollege,10,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,209040,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,548361,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,177675,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,157747,dropout,5,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,<=50K
73,Self-emp-not-inc,190078,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
63,,146196,Bachelors,13,Married,,Husband,White,Male,0,0,40,United-States,<=50K
24,State-gov,249385,Bachelors,13,NotMarried,Adm-clerical,Other-relative,White,Female,0,0,10,United-States,<=50K
46,Private,503923,HighGrad,9,Married,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,>50K
45,Self-emp-not-inc,114396,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
49,Local-gov,37353,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-not-inc,254291,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
26,Private,112847,HighGrad,9,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,191935,CommunityCollege,12,NotMarried,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
45,Private,167523,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,2179,45,United-States,<=50K
21,Private,119156,CommunityCollege,10,NotMarried,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
47,Private,387468,CommunityCollege,10,Married,Prof-specialty,Husband,White,Male,0,0,40,Scotland,>50K
26,State-gov,175044,CommunityCollege,10,NotMarried,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
46,Local-gov,172822,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,126974,HighGrad,9,NotMarried,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,324173,CommunityCollege,11,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
42,Private,397346,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
26,Private,164018,Bachelors,13,Married,Sales,Husband,White,Male,4064,0,50,United-States,<=50K
32,Private,87643,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,Federal-gov,262233,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,189830,CommunityCollege,10,Married,Other-service,Husband,Black,Male,0,0,50,United-States,<=50K
26,Private,38232,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
26,Private,137658,Bachelors,13,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
21,,242736,CommunityCollege,12,NotMarried,,Own-child,White,Female,0,0,40,United-States,<=50K
32,,134886,HighGrad,9,Married,,Wife,White,Female,0,0,2,United-States,>50K
30,Private,149427,dropout,5,NotMarried,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
30,Private,257849,dropout,4,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
33,Private,160614,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,234657,CommunityCollege,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Self-emp-not-inc,328518,CommunityCollege,11,NotMarried,Prof-specialty,Other-relative,White,Male,0,0,30,United-States,<=50K
31,Private,170983,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
32,Private,193260,CommunityCollege,10,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
63,Private,67903,dropout,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Local-gov,235951,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
27,Private,37754,CommunityCollege,10,Married,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
35,Private,70447,CommunityCollege,10,NotMarried,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,4650,0,20,United-States,<=50K
37,Self-emp-not-inc,119929,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,State-gov,199915,HighGrad,9,NotMarried,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
49,Private,189462,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,32552,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
45,Self-emp-inc,34091,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
56,Private,76281,Bachelors,13,NotMarried,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
72,,188009,dropout,4,Separated,,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Self-emp-inc,138597,CommunityCollege,12,NotMarried,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,<=50K
28,Private,232653,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,186934,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
60,Private,180418,dropout,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,104892,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,102509,dropout,6,Separated,Transport-moving,Not-in-family,Black,Male,0,0,50,United-States,<=50K
43,Self-emp-inc,33729,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
20,Private,284737,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
18,Private,91525,HighGrad,9,NotMarried,Sales,Other-relative,White,Male,0,0,25,United-States,<=50K
60,Self-emp-not-inc,88570,CommunityCollege,11,Married,Transport-moving,Wife,White,Female,0,0,15,Germany,>50K
43,State-gov,139734,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
32,Private,116539,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1887,55,United-States,>50K
22,Private,304602,HighGrad,9,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
65,,224472,Masters,15,NotMarried,,Not-in-family,White,Male,25124,0,80,United-States,>50K
48,Private,266764,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
18,Private,32244,dropout,7,NotMarried,Handlers-cleaners,Own-child,White,Male,594,0,30,United-States,<=50K
19,Private,533147,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
46,Private,155489,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
66,,108185,dropout,5,Married,,Husband,Black,Male,0,0,40,United-States,<=50K
36,Private,292570,dropout,7,NotMarried,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,195105,HighGrad,9,Separated,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,<=50K
22,State-gov,121471,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Federal-gov,232997,CommunityCollege,10,Married,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
17,Private,156736,dropout,6,NotMarried,Sales,Unmarried,White,Female,0,0,12,United-States,<=50K
19,,140399,CommunityCollege,10,NotMarried,,Other-relative,White,Female,0,0,30,United-States,<=50K
30,Private,212064,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,284250,HighGrad,9,NotMarried,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Private,54260,CommunityCollege,10,Separated,Craft-repair,Unmarried,White,Male,0,0,99,United-States,<=50K
64,Private,210082,HighGrad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Self-emp-inc,155574,Masters,14,Married,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K
33,Private,172304,dropout,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,184556,CommunityCollege,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,113823,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,England,<=50K
33,Private,101352,Masters,15,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
44,Private,44006,CommunityCollege,11,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,155489,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,65,Poland,<=50K
33,Private,278514,HighGrad,9,Separated,Craft-repair,Own-child,White,Female,0,0,42,United-States,<=50K
44,Private,185798,CommunityCollege,11,Separated,Craft-repair,Other-relative,White,Male,0,0,48,United-States,>50K
54,Private,227832,CommunityCollege,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
26,Local-gov,208122,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Male,1055,0,40,United-States,<=50K
45,Private,148171,CommunityCollege,11,Married,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
19,Private,166153,HighGrad,9,NotMarried,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
32,Private,128016,HighGrad,9,NotMarried,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
32,State-gov,253354,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
63,Private,219540,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,59469,dropout,5,Married,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
23,,134997,CommunityCollege,10,Separated,,Unmarried,White,Female,0,0,20,United-States,<=50K
68,Private,217424,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,24,United-States,<=50K
41,Private,177305,CommunityCollege,12,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
19,Private,251579,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Male,0,0,14,United-States,<=50K
37,Private,315291,Bachelors,13,NotMarried,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
25,Private,206343,HighGrad,9,NotMarried,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K
51,Private,145166,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
65,Self-emp-not-inc,118474,dropout,7,Married,Exec-managerial,Husband,White,Male,9386,0,59,,>50K
36,Private,169037,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Local-gov,108540,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,133461,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,234213,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,14344,0,48,United-States,>50K
25,Private,171236,HighGrad,9,Separated,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
38,Local-gov,255454,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
48,Private,116641,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
33,Private,197424,HighGrad,9,Married,Exec-managerial,Husband,White,Male,5013,0,40,United-States,<=50K
20,Private,107658,CommunityCollege,10,NotMarried,Tech-support,Not-in-family,White,Female,0,0,10,United-States,<=50K
31,Self-emp-inc,49923,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
65,Private,222810,CommunityCollege,11,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Local-gov,47276,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,38,United-States,>50K
42,Self-emp-not-inc,27661,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
51,Private,25031,CommunityCollege,10,Married,Exec-managerial,Wife,White,Female,0,0,10,United-States,>50K
26,Private,240842,HighGrad,9,NotMarried,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,167737,HighGrad,9,NotMarried,Transport-moving,Other-relative,White,Male,0,0,50,United-States,<=50K
41,Private,207685,CommunityCollege,10,Separated,Other-service,Not-in-family,White,Male,0,0,21,United-States,<=50K
44,Private,236746,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,10520,0,45,United-States,>50K
29,Private,153416,Bachelors,13,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
25,Private,404616,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Private,160512,HighGrad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,123983,CommunityCollege,10,Married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,63,South,<=50K
40,Private,225660,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
31,Private,225053,HighGrad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,Private,185267,CommunityCollege,11,Married,Adm-clerical,Husband,White,Male,0,0,32,United-States,<=50K
39,State-gov,221059,Masters,14,Married,Prof-specialty,Other-relative,Other,Female,7688,0,38,United-States,>50K
41,Local-gov,195258,CommunityCollege,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
39,Local-gov,236391,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
33,Private,101562,Masters,14,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
69,,254834,Bachelors,13,Married,,Husband,White,Male,10605,0,10,United-States,>50K
44,Self-emp-not-inc,246862,HighGrad,9,Married,Prof-specialty,Wife,White,Female,0,0,40,Italy,>50K
35,Private,272338,CommunityCollege,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,169186,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K
24,Private,174907,HighGrad,9,NotMarried,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
45,Federal-gov,106910,HighGrad,9,NotMarried,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Local-gov,250135,Masters,14,Married,Prof-specialty,Wife,White,Female,0,1902,55,United-States,<=50K
37,Private,526968,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,>50K
23,Private,27776,CommunityCollege,10,Married,Transport-moving,Husband,White,Male,0,0,24,United-States,<=50K
31,Private,38223,Bachelors,13,NotMarried,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
69,,320280,CommunityCollege,10,NotMarried,,Not-in-family,White,Male,1848,0,1,United-States,<=50K
21,Private,206861,CommunityCollege,10,NotMarried,Sales,Own-child,White,Male,0,0,20,,<=50K
50,Private,196975,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Private,129707,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K
18,,256191,HighGrad,9,NotMarried,,Own-child,Black,Female,0,0,25,United-States,<=50K
35,Self-emp-not-inc,176101,HighGrad,9,Married,Farming-fishing,Husband,White,Male,0,0,80,United-States,>50K
24,Private,34568,CommunityCollege,11,NotMarried,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,State-gov,186634,dropout,8,NotMarried,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
17,Private,159299,dropout,7,NotMarried,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
33,,193172,CommunityCollege,11,Married,,Own-child,White,Female,7688,0,50,United-States,>50K
29,Without-pay,212588,CommunityCollege,10,Married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
31,Private,114937,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
59,Private,159048,HighGrad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,127610,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,1902,32,United-States,>50K
20,,371089,HighGrad,9,NotMarried,,Own-child,White,Female,0,0,40,United-States,<=50K
44,Private,174051,CommunityCollege,10,NotMarried,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
55,Federal-gov,31728,CommunityCollege,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
43,Private,172577,CommunityCollege,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
20,,200061,CommunityCollege,10,NotMarried,,Own-child,White,Female,0,0,40,,<=50K
57,Private,223214,HighGrad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,329783,dropout,6,NotMarried,Sales,Other-relative,White,Female,0,0,10,United-States,<=50K
28,Private,204074,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
20,Private,183594,CommunityCollege,10,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
56,Private,170148,HighGrad,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
